id,directory,filepath,function_name,description,input_parameters,returns
149,myR/R/,`myR/R/plots.R`,`myhm_genesets2`,Creates a heatmap of gene set expression per cluster.,"`sobj`: A Seurat object., `group`: The identity to use for clustering., `value`: How to aggregate expression values (""average"" or ""sum"")., `assay`: Which assay to use., `gene_sets`: A list of character vectors (gene sets)., `title`: Plot title., `x_label`: X-axis label., `y_label`: Y-axis label.",A data frame with normalized expression values.
150,myR/R/,`myR/R/plots.R`,`myhm_genes2`,Creates a heatmap of individual gene expression per cluster.,"`sobj`: A Seurat object., `group`: The identity to use for clustering., `value`: How to aggregate expression values (""average"" or ""sum"")., `assay`: Which assay to use., `genes`: Character vector of gene names to plot., `title`: Plot title., `x_label`: X-axis label., `y_label`: Y-axis label.",A data frame with normalized expression values.
151,myR/R/,`myR/R/plots.R`,`cml`,Produces a cumulative line plot of per-cluster cell proportions.,"`sobj`: A Seurat object., `cluster_col`: Metadata column with cluster IDs., `group.by`: Metadata column for grouping., `sort.by`: Cluster ordering strategy (""name"" or ""frequency"")., `df`: If TRUE, returns the data frame used for plotting., `color_palette`: Optional vector of colors., `n_patterns`, `n_shapes`: Number of linetypes/shapes to cycle.",A ggplot object or a data frame.
152,myR/R/,`myR/R/plots.R`,`cdf`,Computes and plots the Cumulative Distribution Function (CDF).,"`data`: A data frame., `probability_col`: Column with probability values., `ratio_col`: Column with probability ratio values., `plot_type`: ""probability"", ""logit"", or ""ratio""., `output_file`: Path to save the plot.",A list with the ggplot object and a summary data frame.
153,myR/R/,`myR/R/plots.R`,`cdf_multi`,Computes and plots CDFs across multiple or grouped datasets.,"`data_list`: A data frame or a list of data frames., `probability_col`: Column with probability values., `ratio_col`: Column with probability ratio values., `plot_type`: ""probability"", ""logit"", or ""ratio""., `group_by_col`: Column to group by if `data_list` is a single data frame., `sample_col`: Column to name datasets., `output_file`: Path to save the plot.",A list with the ggplot object and a summary data frame.
154,myR/R/,`myR/R/plots.R`,`scatter_smooth_colored`,Averaged Expression vs Numeric Covariate (with optional colour).,"`object`: A Seurat object or a data.frame., `feature`: Gene symbol or expression column name., `group.by`: Column used to aggregate cells into samples., `x_var`: Column providing the numeric predictor per cell., `transpose`: If TRUE, swap X and Y axes., `color_by`: Column name to color points., `palette`: Optional palette vector/name., `transparency`: Map `color_by` (numeric only) to point alpha., `transparency_desc`: If TRUE, higher values become more transparent., `fitted_line`: ""linear"", ""loess"", ""lasso"", or NULL.",A ggplot scatter-smooth plot.
155,myR/R/,`myR/R/plots.R`,`mybox_geomx`,Generate boxplots of average feature values from GeoMx data.,"`data_norm`: Normalized data matrix., `metadata`: Metadata data frame., `features`: A character vector of feature column names to plot., `group.by`: The name of the column for primary grouping., `split.by`: The name of the column for secondary grouping., `test_method`: ""t.test"" or ""wilcox.test""., `p_adjust_method`: P-value adjustment method., `hide_ns`: Hide non-significant p-values., `show_points`: Show individual data points., `comparisons`: ""all"" or a list of specific comparisons.",Prints ggplot objects and invisibly returns a list of statistical results.
156,myR/R/,`myR/R/plots.R`,`myhm_genesets4`,Creates a heatmap of gene set expression per cluster (version 4).,"`sobj`: A Seurat object., `group`: The identity to use for clustering., `value`: How to aggregate expression values (""average"" or ""sum"")., `assay`: Which assay to use., `gene_sets`: A list of character vectors (gene sets)., `title`: Plot title., `x_label`: X-axis label., `y_label`: Y-axis label.",A data frame with normalized expression values.
157,myR/R/,`myR/R/plots.R`,`myhm_genes4`,Creates a heatmap of individual gene expression per cluster (version 4).,"`sobj`: A Seurat object., `group`: The identity to use for clustering., `value`: How to aggregate expression values (""average"" or ""sum"")., `assay`: Which assay to use., `genes`: Character vector of gene names to plot., `title`: Plot title., `x_label`: X-axis label., `y_label`: Y-axis label.",A data frame with normalized expression values.
158,myR/R/,`myR/R/plots.R`,`%||%`,NULL coalescing operator.,"`a`: First value., `b`: Second value.","`a` if not NULL, otherwise `b`."
159,myR/R/,`myR/R/pathway_analysis.R`,`convert_gene_ids`,This function converts gene identifiers between different formats using the org.Hs.eg.db annotation package.,"`genes`: Character vector of gene identifiers to convert., `from`: Character string specifying the input ID type (default: ""SYMBOL"")., `to`: Character string specifying the output ID type (default: ""ENTREZID"").",Data frame with mapping between input and output gene IDs.
160,myR/R/,`myR/R/pathway_analysis.R`,`prepare_gene_lists`,This function processes differential expression results to create gene lists suitable for various pathway enrichment analyses.,"`deg_df`: Data frame containing differential expression results., `fc_threshold`: Numeric threshold for log2 fold change (default: 0.25)., `p_use`: Character string specifying which p-value to use (default: ""p_val_adj"")., `pval_threshold`: Numeric threshold for p-value significance (default: 0.05).","List containing ranked genes, up/down-regulated genes, and background."
161,myR/R/,`myR/R/pathway_analysis.R`,`get_pathway_sets`,Returns available pathway database identifiers for enrichment analysis.,"`pathway_set`: Character vector of specific pathway sets to return, or NULL to return all., `species`: Character string specifying species (default: ""Homo sapiens"").",Character vector of pathway set identifiers.
162,myR/R/,`myR/R/pathway_analysis.R`,`run_go_analysis`,Performs Gene Ontology enrichment analysis using clusterProfiler.,"`genes`: Character vector of gene symbols for analysis., `gene_type`: Character string describing gene set type (for logging)., `ont`: Character string specifying GO ontology: ""BP"", ""MF"", or ""CC""., `background`: Character vector of background genes (optional)., `pval_cutoff`: Numeric p-value cutoff for significance (default: 0.05).","enrichResult object from clusterProfiler, or NULL if no results."
163,myR/R/,`myR/R/pathway_analysis.R`,`run_kegg_analysis`,Performs KEGG pathway enrichment analysis using clusterProfiler.,"`genes`: Character vector of gene symbols for analysis., `background`: Character vector of background genes (optional)., `pval_cutoff`: Numeric p-value cutoff for significance (default: 0.05).","enrichResult object from clusterProfiler, or NULL if no results."
164,myR/R/,`myR/R/pathway_analysis.R`,`run_gsea_analysis`,Performs GSEA using fgsea with MSigDB gene sets.,"`ranked_genes`: Named numeric vector of genes ranked by fold change., `pathway_set`: Character string specifying pathway database (default: ""H"")., `min_size`: Minimum gene set size (default: 15)., `max_size`: Maximum gene set size (default: 500).",Data frame with GSEA results.
165,myR/R/,`myR/R/pathway_analysis.R`,`format_results`,Standardizes the output format from different pathway analysis methods.,"`result`: Results object from pathway analysis., `analysis_type`: Character string specifying analysis type: ""GO"", ""KEGG"", or ""GSEA"".",Data frame with standardized columns.
166,myR/R/,`myR/R/pathway_analysis.R`,`myGO`,Main function to perform comprehensive pathway enrichment analysis on differential expression results.,"`DEG`: Data frame with differential expression results., `seurat_obj`: Seurat object (currently not used)., `pathway_set`: Character vector specifying which pathway databases to use., `pathway`: Character string to filter results for specific pathway names (optional)., `analysis_type`: ""GO"", ""KEGG"", ""GSEA"", or ""ALL""., `go_ontology`: GO ontologies: ""BP"", ""MF"", ""CC""., `fc_threshold`: Log2 fold change threshold., `p_use`: Which p-value column to use., `pval_threshold`: P-value significance threshold., `gsea_min_size`: Minimum gene set size for GSEA., `gsea_max_size`: Maximum gene set size for GSEA., `return_plots`: Logical indicating whether to return plots (not implemented).",Named list containing analysis results for each method.
167,myR/R/,`myR/R/signature.R`,`AddMultipleModuleScores`,Calculates module scores for multiple gene sets using Seurat's AddModuleScore.,"`seurat_object`: A Seurat object., `feature_sets`: A named or unnamed list of character vectors (gene sets)., `assay`: Name of the assay to use., `slot`: Slot to pull expression data from., `nbin`: Number of bins for AddModuleScore., `ctrl`: Number of control features., `seed`: Random seed., `search`: Passed to Seurat::`[.Assay`., `...`: Additional arguments passed to Seurat::AddModuleScore.",A Seurat object with added module scores in the metadata.
168,myR/R/,`myR/R/signature.R`,`PlotModuleScoreHeatmap`,Visualizes module scores as a heatmap with z-score normalization and statistical testing.,"`sobj`: Seurat object., `gene_sets`: Named list of gene sets., `group`: Grouping variable., `assay`: Assay to use., `test_method`: ""wilcox"" or ""t""., `p_adjust`: P-value adjustment method., `show_pval`: Whether to show p-values on the heatmap., `scale_method`: ""feature"" or ""group""., `color_limits`: Manual color scale limits., `title`: Plot title., `x_label`: X-axis label., `y_label`: Y-axis label., `...`: Additional arguments passed to AddModuleScore.",A list containing the heatmap plot and statistical results.
169,myR/R/,`myR/R/signature.R`,`CompareModuleScoringMethods`,Compares the simple averaging method with AddModuleScore.,"`sobj`: Seurat object., `gene_sets`: Named list of gene sets., `group`: Grouping variable., `assay`: Assay to use.",A list containing results from both methods and a comparison plot.
170,myR/R/,`myR/R/signature.R`,`add_signature_enrichit`,Calculates a gene signature score using escape::enrichIt and adds it to metadata.,"`seurat_obj`: A Seurat object., `gene_source`: Path to a file or an R object with gene IDs., `signature_name`: Name for the new metadata column., `input_keytype`: Type of input gene IDs (e.g., ""ENSEMBL"", ""SYMBOL"")., `gene_col`: Column index/name for genes., `sheet_name`: Sheet name/index for xlsx files., `assay`: Assay to use., `layer`: Layer (slot) to use., `...`: Additional arguments for `escape::enrichIt`.",A Seurat object with the new signature score.
171,myR/R/,`myR/R/signature.R`,`add_progeny_scores`,Infers pathway activities using progeny and adds them to metadata.,"`seurat_obj`: A Seurat object., `organism`: ""Human"" or ""Mouse""., `topn`: Number of top genes per pathway., `...`: Additional arguments for `progeny::progeny`.",A Seurat object with pathway activity scores.
172,myR/R/,`myR/R/signature.R`,`linear_seurat`,Performs linear regression for gene expression.,"`sobj`: Seurat object., `layer`: ""counts"", ""data"", or ""scale.data""., `features`: Features to test., `regressor`: Regressor variable in metadata., `regressor.type`: ""continuous"", ""categorical"", or ""ordinal""., `reference.level`: Reference level for categorical regressor., `ordinal.method`: ""linear"", ""polynomial"", or ""spline""., `link.function`: ""linear"", ""poisson"", or ""negative.binomial""., `effect`: ""fixed"" or ""random""., `covariates`: Covariate column names., `min.cells`: Minimum cells expressing a gene., `return.full`: Return full results including Seurat object., `...`: Additional arguments for model fitting.",Data frame with regression results.
173,myR/R/,`myR/R/signature.R`,`plot_top_genes`,Helper function to visualize top results from `linear_seurat`.,"`results`: Results from `linear_seurat`., `sobj`: Seurat object., `layer`: Layer to get expression data from., `top_n`: Number of top genes to plot.",A grid of ggplot objects.
174,myR/R/,`myR/R/signature.R`,`example_usage`,Example usage for `linear_seurat`.,,None.
175,myR/R/,`myR/R/signature.R`,`find_gene_signature`,Discovers gene signatures that best separate a target variable.,"`data`: Seurat object, count matrix, or data.frame., `meta.data`: Optional metadata., `target_var`: Target variable column name., `target_group`: Groups to compare., `method`: ""tree_based"", ""lasso"", ""limma"", etc., `n_features`: Number of top features to return., `preprocess`: Whether to normalize/scale data., `min_cells`: Minimum cells expressing a gene., `min_pct`: Minimum percentage of cells expressing a gene., `return_model`: Whether to return the full model object., `seed`: Random seed., `...`: Additional method-specific parameters.",A list containing the gene signature and performance metrics.
176,myR/R/,`myR/R/signature.R`,`score_signature`,Applies a gene signature to score new expression data.,"`expr_data`: Seurat object or expression matrix., `signature`: A `gene_signature` object from `find_gene_signature`., `normalize`: Whether to z-score normalize scores.",Named numeric vector of signature scores.
177,myR/R/,`myR/R/signature.R`,`print.gene_signature`,Print method for `gene_signature` objects.,"`x`: A `gene_signature` object., `...`: Additional arguments.",Prints a summary to the console.
178,myR/R/,`myR/R/test_claude.R`,`create_analysis_config`,Centralizes metadata column names for consistent reference throughout analysis.,"`patient`: String. Column name for patient/subject identifier., `drug`: String. Column name for drug/treatment type., `timepoint`: String. Column name for timepoint (e.g., ""pre""/""post"")., `ck`: String. Column name for stratification variable (e.g., CK status)., `response`: String. Column name for treatment response classification., `aoi`: String. Column name for AOI (Area of Interest) unique identifier.",A list containing standardized column name mappings.
179,myR/R/,`myR/R/test_claude.R`,`validate_config`,Checks that all required columns exist in metadata and have valid values.,"`metadata`: Data frame. Seurat metadata or standalone metadata., `config`: List. Configuration object from create_analysis_config()., `required_cols`: Character vector. Which config columns are required.","Invisibly returns TRUE if valid, otherwise throws informative error."
180,myR/R/,`myR/R/test_claude.R`,`prepare_geomx_data`,"Reads count matrix and metadata from files (Excel or CSV), creates a Seurat object, and adds derived metadata columns for convenience in downstream analysis.","`count_file`: String. Path to count data file (.xlsx or .csv)., `metadata_file`: String. Path to metadata file (.xlsx or .csv)., `count_matrix`: Matrix. Raw count matrix (genes x samples)., `metadata`: Data.frame. Sample metadata., `config`: List. Configuration from create_analysis_config()., `normalize_method`: String. One of ""none"", ""log"", or ""quantile""., `min_cells`: Integer. Minimum cells expressing a gene to keep it., `min_features`: Integer. Minimum features per cell to keep it.",A Seurat object with added metadata columns.
181,myR/R/,`myR/R/test_claude.R`,`diagnose_sample_parity`,"For paired/longitudinal analyses, checks whether each patient (or group) has complete and balanced representation of required conditions.","`seurat_obj`: Seurat object., `config`: List. Configuration from create_analysis_config()., `grouping_vars`: Character vector. Metadata columns defining groups., `check_var`: String. The metadata column to check for parity., `required_values`: Character vector. Values that MUST be present in check_var for each group., `allow_extra`: Logical. If FALSE, groups with additional values will fail validation.","A list with summary, passed samples, failed groups, and a message."
182,myR/R/,`myR/R/test_claude.R`,`screen_genes`,Performs rapid statistical screening to identify candidate genes for computationally intensive LMM analysis.,"`seurat_obj`: Seurat object., `config`: List. Configuration from create_analysis_config()., `grouping_var`: String. Which variable to compare., `subset_var`: String. Optional. Metadata column to subset by., `subset_value`: Value to filter subset_var by., `min_pct`: Numeric. Minimum fraction of samples expressing gene in either group., `logfc_threshold`: Numeric. Minimum log fold-change threshold., `top_n`: Integer. Number of top genes to return., `test_method`: String. Statistical test method (default ""wilcox"").","A list containing all markers, top genes, and the subsetted Seurat object."
183,myR/R/,`myR/R/test_claude.R`,`fit_single_gene_lmm`,Internal helper function that fits an lmer model for one gene.,"`gene`: String. Gene name., `expr_vector`: Numeric vector. Expression values for the gene., `metadata`: Data frame. Sample metadata., `formula_str`: String. Complete model formula., `factor_cols`: Character vector. Columns to convert to factors., `reference_levels`: Named list. Factor reference levels.",List with model results or error information.
184,myR/R/,`myR/R/test_claude.R`,`run_lmm_analysis`,Main function for LMM analysis. Fits mixed-effects models to account for patient-level random effects.,"`seurat_obj`: Seurat object., `genes`: Character vector. Gene names to analyze., `config`: List. Configuration from create_analysis_config()., `fixed_effects`: Character vector. Fixed effect terms., `interactions`: Character vector. Interaction terms., `random_effects`: String. Random effects formula., `reference_levels`: Named list. Reference levels for factors., `n_cores`: Integer. Number of CPU cores for parallel processing., `verbose`: Logical. Print progress messages.",A list with LMM results.
185,myR/R/,`myR/R/test_claude.R`,`extract_significant_genes`,Filters LMM summary table to genes with significant effects for specific terms.,"`lmm_summary`: Data frame. The $summary component from run_lmm_analysis()., `term_pattern`: String. Regex pattern to match model terms., `p_threshold`: Numeric. Adjusted p-value threshold., `effect_threshold`: Numeric. Minimum absolute effect size., `top_n`: Integer. Maximum number of genes to return., `rank_by`: String. How to rank genes: ""effect"" or ""pvalue"".",Data frame of significant genes with their statistics.
186,myR/R/,`myR/R/test_claude.R`,`find_drug_response_genes`,Identifies genes where treatment response differs by drug type.,"`lmm_summary`: Data frame from run_lmm_analysis()$summary., `config`: List. Configuration object., `focus_drug`: String. Optional. Specific drug to focus on., `...`: Additional arguments passed to extract_significant_genes().",Data frame of genes with drug-specific response patterns.
187,myR/R/,`myR/R/test_claude.R`,`find_temporal_response_genes`,Identifies genes where expression changes over time depend on treatment response.,"`lmm_summary`: Data frame from run_lmm_analysis()$summary., `config`: List. Configuration object., `...`: Additional arguments passed to extract_significant_genes().",Data frame of genes with time-by-response interactions.
188,myR/R/,`myR/R/test_claude.R`,`plot_volcano`,Visualizes effect sizes and p-values for a specific model term.,"`lmm_summary`: Data frame from run_lmm_analysis()$summary., `term_pattern`: String. Regex to filter model terms., `effect_threshold`: Numeric. Threshold for ""large effect""., `p_threshold`: Numeric. P-value significance threshold., `label_top`: Integer. Number of top genes to label., `title`: String. Plot title.",ggplot object.
189,myR/R/,`myR/R/test_claude.R`,`plot_lmm_results`,Visualizes individual patient trajectories and estimated marginal means from a fitted LMM.,"`lmm_result`: List. Result for a single gene from run_lmm_analysis()$results., `gene`: String. Gene name (for titles)., `seurat_obj`: Seurat object (for raw data)., `config`: List. Configuration object., `facet_by`: String. Optional metadata column to facet by.","List with three ggplot objects: emmeans, trajectories, and contrasts."
190,myR/R/,`myR/R/test_claude.R`,`plot_gene_boxplot`,Simple visualization for a single gene's expression across timepoints.,"`seurat_obj`: Seurat object., `gene`: String. Gene name., `config`: List. Configuration object., `split_by`: String. Optional metadata column to facet by., `add_stats`: Logical. Add statistical comparison.",ggplot object.
191,myR/R/,`myR/R/test_claude.R`,`create_delta_matrix`,Alternative analysis approach that calculates per-patient change scores (post - pre) for each gene.,"`seurat_obj`: Seurat object., `config`: List. Configuration object., `assay`: String. Assay name., `slot`: String. Data slot., `subset_var`: String. Optional variable to subset by., `subset_value`: Value to filter subset_var by., `aggregate_fun`: Function to aggregate multiple AOIs per patient-timepoint.",List with delta_matrix and patient_metadata.
192,myR/R/,`myR/R/test_claude.R`,`export_lmm_results`,Saves LMM analysis results to a multi-sheet Excel file.,"`lmm_results`: List from run_lmm_analysis()., `output_file`: String. Output Excel file path., `include_model_objects`: Logical. Save model objects to RDS file., `top_genes_n`: Integer. Number of top genes to highlight.",Invisibly returns the output file path.
193,myR/R/,`myR/R/test_claude.R`,`generate_lmm_report`,Creates an HTML summary report with key visualizations and tables.,"`lmm_results`: List from run_lmm_analysis()., `seurat_obj`: Seurat object (needed for plotting)., `config`: List. Configuration object., `output_file`: String. Output HTML file path., `top_genes`: Integer. Number of top genes to visualize.",Invisibly returns the output file path.
194,myR/R/,`myR/R/test_claude.R`,`print.geomx_config`,Print method for geomx_config objects.,`config`: List from create_analysis_config().,Invisibly returns the config object.
195,myR/R/,`myR/R/test_claude.R`,`summarize_geomx_object`,Quick summary of Seurat object for GeoMx data.,"`seurat_obj`: Seurat object., `config`: List. Configuration object.",Invisibly returns the Seurat object.
196,myR/R/,`myR/R/test_claude.R`,`extract_gene_coefficients`,Convenience function to get detailed coefficient info for genes of interest.,"`lmm_results`: List from run_lmm_analysis()., `genes`: Character vector of gene names.",Data frame of coefficients for specified genes.
197,myR/R/,`myR/R/test_claude.R`,`compare_screening_vs_lmm`,Diagnostic function to see how well initial screening predicts LMM significance.,"`screening_results`: List from screen_genes()., `lmm_results`: List from run_lmm_analysis()., `term_pattern`: String. Which LMM terms to focus on.",Data frame comparing both methods.
198,myR/R/,`myR/R/test_claude.R`,`run_complete_analysis`,End-to-end analysis pipeline combining screening and LMM fitting.,"`seurat_obj`: Seurat object., `config`: List from create_analysis_config()., `screening_params`: List of parameters for screen_genes()., `lmm_params`: List of parameters for run_lmm_analysis()., `check_parity`: Logical. Run parity diagnostics first., `export_results`: Logical. Export results to Excel., `output_prefix`: String. Prefix for output files.","List with screening results, LMM results, and file paths."
199,myR/R/,`myR/R/demulti_utils.R`,`get_best_two`,This function takes a row of probability values and returns the indices of the two highest values.,`row`: A numeric vector of probability values.,A numeric vector of length 2 containing the indices of the two highest probability values.
200,myR/R/,`myR/R/demulti_utils.R`,`get_barcode_mapping`,This function processes demultiplexing data to create a mapping between barcodes and their most likely sample assignments.,`demux_data`: A data frame containing demultiplexing results.,A data frame containing barcode mapping information.
201,myR/R/,`myR/R/demulti_utils.R`,`is_doublet`,"This function checks if a sample name contains a '+' character, indicating it is a doublet.",`sample`: Character string containing the sample name.,"Logical value: TRUE if the sample is a doublet, FALSE otherwise."
202,myR/R/,`myR/R/demulti_utils.R`,`generate_sample_values`,This function generates a vector of sample values including both singlets and doublets.,"`start_num`: Integer specifying the starting sample number., `end_num`: Integer specifying the ending sample number.",A character vector containing all possible sample combinations.
203,myR/R/,`myR/R/demulti_utils.R`,`generate_sample_names`,This function generates a vector of sample names including both singlets and doublets.,`vector`: Character vector containing sample names.,A character vector containing all possible sample combinations.
204,myR/R/,`myR/R/utils.R`,`downsample_sobj`,This function randomly samples cells from a Seurat object to create a smaller subset.,"`sobj`: A Seurat object to be downsampled., `ratio`: Integer indicating the downsampling ratio (1:ratio). Default is 10., `seed`: Integer specifying the random seed for reproducibility. Default is 1234.",A downsampled Seurat object.
205,myR/R/,`myR/R/utils.R`,`printmy`,Prints marker genes in a comma-separated format.,"`markers`: Data frame with marker gene results., `sign`: Sign of logFC to print (""+"" or ""-"")., `num`: Number of genes to print (default: 100)., `pseudobulk`: Whether markers are from pseudobulk analysis.",Prints genes to the console.
206,myR/R/,`myR/R/utils.R`,`printMy`,Prints marker genes from a named list of marker data frames.,"`markers_list`: Named list of marker data frames., `...`: Additional arguments passed to `printmy()`.",Prints genes to the console.
207,myR/R/,`myR/R/utils.R`,`sort_samples`,"Sorts character sample identifiers, handling single-number and dual-number strings.",`samples`: Character vector of sample identifiers.,Sorted character vector of sample IDs.
208,myR/R/,`myR/R/utils.R`,`print_gene_combinations`,"For a list of gene sets, print genes that are unique to each combination.","`gene_list`: Named list of character vectors., `num_print`: Maximum number of genes to print per combination (default: 100).",Prints gene combinations to the console.
209,myR/R/,`myR/R/utils.R`,`sort_samples` (Second Definition),"Helper: Sort Sample Identifiers. Sorts character sample identifiers, handling single-number and dual-number strings (e.g., ""1+2"").",`samples`: Character vector of sample identifiers.,Sorted character vector of sample IDs.
